review	franchiseID	review_date
"Don't miss the Tokyo Tidbits and Pearly Pies - they're the perfect way to end your visit. Highly recommend this cookie store for anyone in the Boston area!"""	3000030	2024-06-05 17:30:28.445000
"I highly recommend this cookie store to anyone in the Niigata area. You won't be disappointed!"""	3000031	2024-06-05 17:30:28.445000
"A hidden gem in Bywater, New Orleans, this specialty cookie store offers a delightful variety of treats. From the hearty Outback Oatmeal to the delicate Tokyo Tidbits, each cookie is a masterpiece. The Austin Almond Biscotti is a personal favorite, perfect for dipping in coffee. The store is always clean, and the staff is friendly and helpful. Although the hours are a bit limited, it's worth planning a visit. The Orchard Oasis and Golden Gate Ginger are must-tries, and don't forget to grab a Pearly Pie for a unique treat. Highly recommended for cookie lovers!"""	3000032	2024-06-05 17:30:28.445000
I recently visited the specialty cookie store in Chiba's Chuo-ku and was delighted by the variety of treats on offer. The Outback Oatmeal and Austin Almond Biscotti were particularly memorable, with the perfect balance of crunch and flavor. The store was immaculate, and the staff were friendly and helpful. I also appreciated the convenient hours of operation and the central location. The Orchard Oasis and Golden Gate Ginger were also delicious, and I can't wait to try the Tokyo Tidbits and Pearly Pies on my next visit. Overall, a wonderful experience!	3000033	2024-06-05 17:30:28.445000
"Review: I recently visited the specialty cookie store in Las Vegas' Arts District and was delighted by the Outback Oatmeal and Austin Almond Biscotti. The store was clean, and the staff was friendly and helpful. The Orchard Oasis and Golden Gate Ginger were also tasty, but I was particularly impressed by the Tokyo Tidbits and Pearly Pies. The store's hours of operation were convenient, and the location was easy to find. I highly recommend stopping by for a treat!"""	3000034	2024-06-05 17:30:28.445000
"A visit to the specialty cookie store in Kumamoto's Kami-tori was a true delight! The Outback Oatmeal and Austin Almond Biscotti were standout favorites, offering unique flavors and textures. The store's cleanliness and welcoming atmosphere added to the experience. Although I visited late in the day, the service remained top-notch, and the staff was friendly and helpful. I only wish they had longer hours, as I would love to visit again soon. Highly recommended for cookie lovers in Kumamoto!"""	3000035	2024-06-05 17:30:28.445000
"Review: I recently visited the specialty cookie store on U Street in Washington D.C. and was thoroughly impressed! The Outback Oatmeal and Austin Almond Biscotti were simply divine, with the perfect balance of flavor and texture. The store was immaculate, and the staff were friendly and helpful, making my experience even more enjoyable. The extended hours of operation allowed me to visit at my convenience, and the location was easy to find. I'm already looking forward to trying the Orchard Oasis, Golden Gate Ginger, Tokyo Tidbits, and Pearly Pies on my next visit!"""	3000036	2024-06-05 17:30:28.445000
"I recently visited the specialty cookie store in Tenmonkan, Kagoshima, and I was thoroughly impressed! The store was immaculate, and the staff was friendly and helpful. I tried the Tokyo Tidbits and Golden Gate Ginger, and both were exceptional. The Tokyo Tidbits were a perfect balance of sweet and savory, while the Golden Gate Ginger had a delightful kick. The store's hours of operation were convenient, making it easy for me to stop by. I highly recommend this cookie store for anyone visiting or living in Kagoshima!"""	3000037	2024-06-05 17:30:28.445000
"Although I haven't tried the Orchard Oasis, Golden Gate Ginger, Tokyo Tidbits, or Pearly Pies yet, I've heard great things about them from fellow customers. The store's convenient location and extended hours of operation make it easy to pop in for a quick treat or to stock up on favorites. I highly recommend stopping by for a taste of these delicious cookies!"""	3000038	2024-06-05 17:30:28.445000
"A visit to the specialty cookie store on Kokusai Street in Naha is a must! The Outback Oatmeal and Austin Almond Biscotti are pure bliss. The store is always spotless, and the staff is friendly and helpful. I appreciate their extended hours, which allow for a sweet treat anytime. The Orchard Oasis and Golden Gate Ginger are perfect for a midday pick-me-up. Although not in the heart of the city, it's worth the trip to this hidden gem. Don't forget to try the Tokyo Tidbits and Pearly Pies!"""	3000039	2024-06-05 17:30:28.445000
"Review: """"I recently visited the specialty cookie store in De Pijp, Amsterdam, and was delighted by the Outback Oatmeal and Austin Almond Biscotti. The store was immaculate, and the staff were friendly and helpful. The Orchard Oasis was a refreshing treat after a long day of sightseeing. The only downside was that they were out of Golden Gate Ginger, but I'll be sure to try it on my next visit. The store's hours of operation were convenient, and the location was easy to find. I highly recommend stopping by for a tasty treat!"""""""	3000040	2024-06-05 17:30:28.445000
"The Tokyo Tidbits and Pearly Pies are also worth mentioning, as they showcase the store's creativity and commitment to quality. Overall, a highly recommended stop for any cookie lover visiting Okayama."""	3000041	2024-06-05 17:30:28.445000
"Highly recommend this cookie haven for anyone looking for a unique and delicious treat in Paris!"""	3000042	2024-06-05 17:30:28.445000
"Highly recommend stopping by for a taste of their delicious cookies!"""	3000043	2024-06-05 17:30:28.445000
"Review: """"I recently visited the specialty cookie store in Kreuzberg, Berlin, and was delighted by the variety of cookies on offer. The Outback Oatmeal and Austin Almond Biscotti were particularly noteworthy, with their perfect balance of flavor and texture. The store was immaculate, and the staff were friendly and helpful. I also appreciated the convenient hours of operation and the central location. The Orchard Oasis and Golden Gate Ginger were also popular choices among customers. I would highly recommend this store to anyone looking for a tasty treat in Berlin."""""""	3000044	2024-06-05 17:30:28.445000
"The store's location in the Furukawa district adds to its charm, making it a perfect stop during a day of exploration. Don't miss out on the Tokyo Tidbits and Pearly Pies, which are equally delicious and worth trying. Overall, a highly recommended cookie store for both locals and visitors alike."""	3000045	2024-06-05 17:30:28.445000
"The store's service is exceptional, with knowledgeable and friendly staff. The cleanliness is impeccable, and the hours of operation are convenient, making it accessible for a quick stop or a leisurely visit. The location in the heart of Trastevere adds to its charm. Highly recommended for cookie lovers!"""	3000046	2024-06-05 17:30:28.445000
"The store's cleanliness and welcoming atmosphere make it a great spot for a quick treat or a leisurely indulgence. The staff is friendly and knowledgeable, offering excellent service. Although the hours could be extended, the convenient location makes up for it. A definite recommendation for cookie lovers in Stockholm!"""	3000047	2024-06-05 17:30:28.445000
"""Sweet treats abound at Bondi Beach's hidden gem, [Store Name]! Located in the heart of Bondi, this charming cookie haven is a must-visit. The Outback Oatmeal cookies are a personal fave, with their perfect balance of spices and crunch. The Austin Almond Biscotti are also a winner, perfect for dunking in coffee. The store's cleanliness and friendly service make it a pleasure to browse. Open till 7pm, it's the perfect post-beach treat stop. 5 stars!"""	3000000	2024-06-05 17:24:20.000000
"""I'm obsessed with Sweet Delights in Shibuya, Tokyo! Their specialty cookies are a game-changer. The Outback Oatmeal is chewy perfection, while the Austin Almond Biscotti is crunchy heaven. The Orchard Oasis is a refreshing twist on a classic. The staff is always friendly and helpful, and the store is spotless. Conveniently located in the heart of Shibuya, with extended hours on weekends. A must-visit for cookie lovers!"""	3000001	2024-06-05 17:24:20.000000
"""I'm obsessed with Sweet Delights in the Mission District of San Francisco! Their specialty cookies are a game-changer. The Outback Oatmeal and Austin Almond Biscotti are my go-tos, but the Orchard Oasis and Golden Gate Ginger are close seconds. The Tokyo Tidbits are a fun surprise too! The staff is always friendly and helpful, and the store is spotless. Plus, they're open till 7pm on weekdays, perfect for a post-dinner treat. Can't wait to try their Pearly Pies next!"""	3000002	2024-06-05 17:24:20.000000
"""Sweet treats await in Fitzroy! I stumbled upon this hidden gem in Melbourne and I'm hooked! The Outback Oatmeal cookies are a game-changer - soft, chewy, and utterly addictive. The Austin Almond Biscotti is another fave, perfect with a cuppa. The store itself is a delight, spotless and well-organized with friendly staff who know their stuff. Conveniently located in Fitzroy, with reasonable hours (open till 7pm on weekdays). Can't wait to try more flavors, especially the Tokyo Tidbits and Pearly Pies!"""	3000003	2024-06-05 17:24:20.000000
"""I'm obsessed with Sweet Delights in Kitano, Kobe! Their specialty cookies are a game-changer. The Outback Oatmeal is chewy perfection, while the Austin Almond Biscotti is crunchy heaven. The Orchard Oasis is a refreshing twist on a classic. The staff is always friendly and helpful, and the store is spotless. Conveniently located near the Kitano train station, with extended hours on weekends. A must-visit for cookie lovers!"""	3000004	2024-06-05 17:24:20.000000
"""I'm obsessed with Sweet Delights in Silver Lake, LA! Their specialty cookies are a game-changer. The Outback Oatmeal is chewy perfection, and the Austin Almond Biscotti is crunchy heaven. The Orchard Oasis is a refreshing twist on a classic. The staff is always friendly and helpful, and the store is spotless. Plus, they're open till 7pm on weekdays, making it the perfect after-work treat. Can't wait to try the Tokyo Tidbits and Pearly Pies next!"""	3000005	2024-06-05 17:24:20.000000
"""Sweet treats await in Brisbane's West End! I stumbled upon this hidden gem and was blown away by their specialty cookies. The Outback Oatmeal and Austin Almond Biscotti are must-tries! The staff are friendly and knowledgeable, offering perfect pairing recommendations. The store is spotless and conveniently open till 7pm on weekdays. Can't wait to go back and try the Tokyo Tidbits and Pearly Pies!"""	3000006	2024-06-05 17:24:20.000000
"""I'm obsessed with this adorable cookie shop in Gion, Kyoto! The staff is always friendly and helpful, and the store is spotless. I've tried several flavors, but the Outback Oatmeal and Austin Almond Biscotti are my top picks - so soft and flavorful! The Orchard Oasis is a close third. Conveniently located near the Kamo River, it's the perfect pit stop after a day of exploring. Open until 7pm, it's a great spot to grab a sweet treat before dinner. 5 stars!"""	3000007	2024-06-05 17:24:20.000000
"""I'm obsessed with Sweet Delights in Wicker Park, Chicago! Their specialty cookies are a game-changer. The Outback Oatmeal and Austin Almond Biscotti are my go-tos, but the Orchard Oasis and Golden Gate Ginger are close seconds. The Tokyo Tidbits are adorable and perfect for gifts. The store is always spotless, and the staff is friendly and knowledgeable. Plus, their extended hours (open till 8pm) make it easy to satisfy my cookie cravings after dinner. 5 stars and can't wait to try the Pearly Pies!"""	3000008	2024-06-05 17:24:20.000000
"""Sweet treats await in Leederville! I'm obsessed with The Cookie Co. in Perth. Their Outback Oatmeal cookies are chewy perfection, and the Austin Almond Biscotti is a game-changer. The Orchard Oasis flavor is a refreshing twist. Friendly staff, spotless store, and convenient hours (open till 7pm on Fridays!). A must-visit for cookie lovers. 5/5 stars!"""	3000009	2024-06-05 17:24:20.000000
"""I'm obsessed with Sweet Delights in Amerikamura, Osaka! Their specialty cookies are a game-changer. The Outback Oatmeal is chewy perfection, while the Austin Almond Biscotti is crunchy heaven. The Orchard Oasis is a refreshing twist on a classic. The staff is always friendly and helpful, and the store is spotless. Conveniently located in the heart of Amerikamura, with extended hours on weekends. A must-visit for cookie lovers!"""	3000010	2024-06-05 17:24:20.000000
"""I'm obsessed with Sweet Delights in Wynwood, Miami! Their specialty cookies are a game-changer. The Outback Oatmeal is chewy perfection, and the Austin Almond Biscotti is crunchy heaven. The Orchard Oasis is a refreshing twist on a classic. The staff is always friendly and helpful, and the store is spotless. Plus, they're open till 8pm on weekends, making it the perfect post-dinner treat spot. Can't wait to try the Tokyo Tidbits and Pearly Pies next!"""	3000011	2024-06-05 17:24:20.000000
"""Sweet treats await at this Norwood gem! I'm obsessed with the Outback Oatmeal cookies, perfectly spiced and chewy. The Austin Almond Biscotti is another fave, crunchy and nutty. The store is always spotless, and the friendly staff are happy to offer recommendations. Conveniently located on The Parade, with ample parking and extended hours on weekends. Can't wait to try more flavors, like the Golden Gate Ginger and Tokyo Tidbits! 5 stars"""	3000012	2024-06-05 17:24:20.000000
"""I'm obsessed with Sweet Delights in Nagarekawa, Hiroshima! Their specialty cookies are a game-changer. The Outback Oatmeal is chewy perfection, while the Austin Almond Biscotti is crunchy heaven. The Orchard Oasis is a refreshing twist on a classic. The staff is always friendly and helpful, and the store is spotless. Conveniently located near the river, it's a must-visit after a stroll. Open till 8 pm, it's the perfect spot to satisfy your sweet tooth after dinner. 5 stars!"""	3000013	2024-06-05 17:24:20.000000
"""I'm obsessed with Sweet Delights on Capitol Hill in Seattle! Their specialty cookies are a game-changer. The Outback Oatmeal is chewy perfection, and the Austin Almond Biscotti is crunchy heaven. The Orchard Oasis is a refreshing twist on a classic. The staff is always friendly and helpful, and the store is spotless. Plus, they're open till 7pm on weekdays, making it the perfect after-work treat. Can't wait to try the Tokyo Tidbits and Pearly Pies next!"""	3000014	2024-06-05 17:24:20.000000
"""I'm obsessed with Sweet Delights on the Gold Coast in Miami! Their specialty cookies are a game-changer. The Outback Oatmeal is chewy perfection, and the Austin Almond Biscotti is crunchy heaven. The Orchard Oasis is a refreshing twist on a classic. The staff is always friendly and helpful, and the store is spotless. Conveniently located in the heart of Miami, with extended hours on weekends. Can't wait to try the Tokyo Tidbits and Pearly Pies next! 5 stars isn't enough - I'd give them 10 if I could!"""	3000015	2024-06-05 17:24:20.000000
"""I'm obsessed with Sweet Delights in Sakae, Nagoya! Their specialty cookies are a game-changer. The Outback Oatmeal is chewy perfection, while the Austin Almond Biscotti is crunchy heaven. The Orchard Oasis is a refreshing twist on a classic. The staff is always friendly and helpful, and the store is spotless. Conveniently located in the heart of Sakae, with extended hours on weekends. A must-visit for any cookie lover!"""	3000016	2024-06-05 17:24:20.000000
"""I'm obsessed with Sweet Delights on East 6th Street in Austin! Their specialty cookies are a game-changer. The Outback Oatmeal and Austin Almond Biscotti are my go-tos, but the Orchard Oasis and Golden Gate Ginger are close seconds. The Tokyo Tidbits are adorable and perfect for gifts. The staff is always friendly and helpful, and the store is spotless. Plus, they're open till 7pm on weekdays, making it the perfect after-work treat. 5 stars and can't wait to try the Pearly Pies!"""	3000017	2024-06-05 17:24:20.000000
"""I'm obsessed with Sweet Delights in Daimyo, Fukuoka! Their specialty cookies are a game-changer. The Outback Oatmeal is chewy perfection, while the Austin Almond Biscotti is crunchy heaven. The Orchard Oasis is a refreshing twist on a classic. The staff is always friendly and helpful, and the store is spotless. Conveniently located in the heart of Daimyo, with extended hours on weekends. A must-visit for any cookie lover!"""	3000018	2024-06-05 17:24:20.000000
"""I'm obsessed with The Cookie Co. in Portland's Pearl District! The Outback Oatmeal cookies are a game-changer - soft, chewy, and perfectly spiced. The Austin Almond Biscotti are a close second, perfect for dunking in coffee. The store itself is a gem, with friendly staff, spotless displays, and convenient hours (open till 7pm on weekdays!). The Orchard Oasis cookies make a great gift, and the Tokyo Tidbits are a fun surprise. Can't wait to try the Pearly Pies next! 5 stars and a permanent spot on my cookie run list"""	3000019	2024-06-05 17:24:20.000000
"""I'm obsessed with Sweet Delights in Susukino, Sapporo! Their specialty cookies are a game-changer. The Outback Oatmeal is chewy perfection, while the Austin Almond Biscotti is crunchy heaven. The Orchard Oasis is a refreshing twist on a classic. The staff is always friendly and helpful, and the store is spotless. Conveniently located in the heart of Susukino, with extended hours on weekends. A must-visit for any cookie lover!"""	3000020	2024-06-05 17:24:20.000000
"""I'm obsessed with Sweet Delights in Kaka'ako, Honolulu! Their specialty cookies are a game-changer. The Outback Oatmeal and Austin Almond Biscotti are my go-tos, but the Orchard Oasis and Golden Gate Ginger are close seconds. The Tokyo Tidbits are adorable and perfect for gifts. The store is always spotless, and the staff is friendly and knowledgeable. Plus, their extended hours (until 8pm) make it easy to satisfy my cookie cravings after dinner. Highly recommend!"""	3000021	2024-06-05 17:24:20.000000
"""Sweet treats await on Main Street! I'm obsessed with Vancouver's newest cookie haven! The Outback Oatmeal cookies are chewy perfection, while the Austin Almond Biscotti are crunchy and divine. The Orchard Oasis flavor is a refreshing twist. Friendly staff, spotless store, and convenient hours make it a must-visit. 5/5 stars!"""	3000022	2024-06-05 17:24:20.000000
"""I'm obsessed with Sweet Delights in Kokubuncho, Sendai! Their specialty cookies are a game-changer. The Outback Oatmeal is chewy perfection, while the Austin Almond Biscotti is crunchy heaven. The Orchard Oasis is a refreshing twist on a classic. The staff is always friendly and helpful, and the store is spotless. Conveniently located near the train station, with extended hours on weekends. A must-visit for any cookie lover!"""	3000023	2024-06-05 17:24:20.000000
"""Sweet spot in RiNo, Denver! I'm obsessed with The Cookie Co.'s unique flavors! The Outback Oatmeal cookies are a game-changer, and the Austin Almond Biscotti are perfect with my morning coffee. The Orchard Oasis cookies are a refreshing twist on a classic. Friendly staff, spotless store, and convenient hours make it a must-visit. 5 stars!"""	3000024	2024-06-05 17:24:20.000000
"""I'm obsessed with Sweet Delights in Hiratsuka's Sakuradori district! Their specialty cookies are a game-changer. The Outback Oatmeal and Austin Almond Biscotti are my go-tos, but the seasonal Orchard Oasis is a refreshing twist. The staff is always friendly and helpful, and the store is spotless. Conveniently located near the train station, with extended hours on weekends. Perfect for a sweet treat on-the-go or a thoughtful gift. 5/5 stars!"""	3000025	2024-06-05 17:24:20.000000
"""I'm obsessed with The Cookie Co. in The Gulch, Nashville! Their Outback Oatmeal cookies are chewy perfection and the Austin Almond Biscotti is a game-changer. The Orchard Oasis flavor is a refreshing twist on a classic. The staff is always friendly and helpful, and the store is spotless. Conveniently located in The Gulch, it's the perfect pit stop after a night out or a sweet treat to brighten up your day. Open till 9pm, so you can satisfy your cookie cravings even after dinner. 5 stars!"""	3000026	2024-06-05 17:24:20.000000
"""I'm obsessed with Sweet Delights in Tatemachi, Kanazawa! Their specialty cookies are a game-changer. The Outback Oatmeal and Austin Almond Biscotti are my go-tos, but the Orchard Oasis and Golden Gate Ginger are close seconds. The Tokyo Tidbits make a great gift too! The store is always spotless, and the staff are friendly and helpful. Plus, their extended hours (until 8pm) make it easy to pop in after dinner. Highly recommend this hidden gem in the heart of Tatemachi!"""	3000027	2024-06-05 17:24:20.000000
"""I'm obsessed with Sweet Delights in Fishtown, Philadelphia! Their specialty cookies are a game-changer. The Outback Oatmeal and Austin Almond Biscotti are my go-tos, but the Orchard Oasis and Golden Gate Ginger are close seconds. The Tokyo Tidbits are adorable and perfect for gifts. The staff is always friendly and helpful, and the store is spotless. Plus, their extended hours (open till 8pm on weekends) make it easy to satisfy my cookie cravings. 5 stars and can't wait to try the Pearly Pies!"""	3000028	2024-06-05 17:24:20.000000
"""I'm obsessed with Sweet Delights in Shukugawa, Suita! Their specialty cookies are a game-changer. The Outback Oatmeal and Austin Almond Biscotti are my go-tos, but the Orchard Oasis and Golden Gate Ginger are close seconds. The Tokyo Tidbits are adorable and perfect for gifts. The store is always spotless, and the staff is friendly and helpful. Conveniently located near the river, it's a great stop after a stroll. Open till 7 pm, making it a great after-dinner treat spot. 5 stars!"""	3000029	2024-06-05 17:24:20.000000
"""I'm obsessed with Sweet Delights in Back Bay, Boston! Their specialty cookies are a game-changer. The Outback Oatmeal is chewy perfection, and the Austin Almond Biscotti is crunchy heaven. The Orchard Oasis is a refreshing twist on a classic. The staff is always friendly and helpful, and the store is spotless. Conveniently located near the T, with extended hours on weekends. A must-visit for cookie lovers!"""	3000030	2024-06-05 17:24:20.000000
"""I'm obsessed with Sweet Delights in Furumachi, Niigata! Their specialty cookies are a game-changer. The Outback Oatmeal and Austin Almond Biscotti are my go-tos, but the seasonal Orchard Oasis is a refreshing twist. The staff is always friendly and helpful, and the store is spotless. Conveniently located near the train station, it's the perfect pit stop on my way to work. Open from 10am-7pm, I can satisfy my cookie cravings anytime. 5 stars!"""	3000031	2024-06-05 17:24:20.000000
